"time","x","der(x)"
0,1,-1
0.002,0.9980019984073524,-0.9980019984073524
0.004,0.9960079871985149,-0.9960079871985149
0.006,0.9940179539149203,-0.9940179539149203
0.008,0.9920318976611787,-0.9920318976611787
0.01,0.9900497885986662,-0.9900497885986662
0.012,0.9880716321836983,-0.9880716321836983
0.014,0.986097430518037,-0.986097430518037
0.016,0.9841271836016818,-0.9841271836016818
0.018,0.9821608479145323,-0.9821608479145323
0.02,0.9801984368198167,-0.9801984368198167
0.022,0.9782399585238717,-0.9782399585238717
0.024,0.9762854130266972,-0.9762854130266972
0.026,0.9743347480686436,-0.9743347480686436
0.028,0.9723879687003646,-0.9723879687003646
0.03,0.9704450916236806,-0.9704450916236806
0.032,0.9685061168385918,-0.9685061168385918
0.034,0.9665709988636301,-0.9665709988636301
0.036,0.9646397295819309,-0.9646397295819309
0.038,0.9627123312820461,-0.9627123312820461
0.04,0.960788803963976,-0.960788803963976
0.042,0.9588691231839176,-0.9588691231839176
0.044,0.9569532654286311,-0.9569532654286311
0.046,0.955041239308359,-0.955041239308359
0.048,0.9531330378175283,-0.9531330378175283
0.05,0.9512286539505662,-0.9512286539505662
0.052,0.9493280807018998,-0.9493280807018998
0.054,0.947431311065956,-0.947431311065956
0.056,0.9455383380371621,-0.9455383380371621
0.058,0.9436491508620449,-0.9436491508620449
0.06,0.941763735500445,-0.941763735500445
0.062,0.9398820905361035,-0.9398820905361035
0.064,0.938004208326652,-0.938004208326652
0.066,0.936130081229722,-0.936130081229722
0.068,0.934259701602945,-0.934259701602945
0.07000000000000001,0.9323930618039532,-0.9323930618039532
0.07199999999999999,0.9305301541903778,-0.9305301541903778
0.074,0.9286709705698089,-0.9286709705698089
0.076,0.9268154995099791,-0.9268154995099791
0.078,0.924963736069245,-0.924963736069245
0.08,0.923115672429517,-0.923115672429517
0.082,0.9212713007727054,-0.9212713007727054
0.08400000000000001,0.9194306132807205,-0.9194306132807205
0.08599999999999999,0.9175936021354729,-0.9175936021354729
0.08799999999999999,0.915760259518873,-0.915760259518873
0.09,0.9139305776128311,-0.9139305776128311
0.092,0.9121045605496479,-0.9121045605496479
0.094,0.9102821935310874,-0.9102821935310874
0.096,0.9084634686292897,-0.9084634686292897
0.098,0.9066483785056672,-0.9066483785056672
0.1,0.9048369158216321,-0.9048369158216321
0.102,0.9030290732385976,-0.9030290732385976
0.104,0.9012248434179756,-0.9012248434179756
0.106,0.8994242190211791,-0.8994242190211791
0.108,0.8976271927096204,-0.8976271927096204
0.11,0.8958337571447121,-0.8958337571447121
0.112,0.8940439049878669,-0.8940439049878669
0.114,0.892257628900497,-0.892257628900497
0.116,0.8904749215440152,-0.8904749215440152
0.118,0.8886957755798338,-0.8886957755798338
0.12,0.8869201836693655,-0.8869201836693655
0.122,0.8851481384740228,-0.8851481384740228
0.124,0.8833796370533535,-0.8833796370533535
0.126,0.8816146723578429,-0.8816146723578429
0.128,0.8798532340433984,-0.8798532340433984
0.13,0.8780953148819706,-0.8780953148819706
0.132,0.8763409076455092,-0.8763409076455092
0.134,0.8745900051059651,-0.8745900051059651
0.136,0.8728426000352881,-0.8728426000352881
0.138,0.8710986852054287,-0.8710986852054287
0.14,0.8693582533883372,-0.8693582533883372
0.142,0.8676212973559638,-0.8676212973559638
0.144,0.8658878098802588,-0.8658878098802588
0.146,0.8641577837331725,-0.8641577837331725
0.148,0.8624312116866554,-0.8624312116866554
0.15,0.8607080865126574,-0.8607080865126574
0.152,0.8589884009831291,-0.8589884009831291
0.154,0.8572721478700207,-0.8572721478700207
0.156,0.8555593241151221,-0.8555593241151221
0.158,0.8538499403488873,-0.8538499403488873
0.16,0.8521439718774605,-0.8521439718774605
0.162,0.8504414117326101,-0.8504414117326101
0.164,0.8487422529461045,-0.8487422529461045
0.166,0.8470464885497125,-0.8470464885497125
0.168,0.8453541115752022,-0.8453541115752022
0.17,0.8436651150543423,-0.8436651150543423
0.172,0.8419794920189011,-0.8419794920189011
0.174,0.8402972355006471,-0.8402972355006471
0.176,0.8386183385313488,-0.8386183385313488
0.178,0.8369427941427748,-0.8369427941427748
0.18,0.8352705953666935,-0.8352705953666935
0.182,0.8336017352348732,-0.8336017352348732
0.184,0.8319362067790828,-0.8319362067790828
0.186,0.8302740030310901,-0.8302740030310901
0.188,0.8286151170226641,-0.8286151170226641
0.19,0.826959559833198,-0.826959559833198
0.192,0.8253073148359232,-0.8253073148359232
0.194,0.8236583709819523,-0.8236583709819523
0.196,0.8220127215400861,-0.8220127215400861
0.198,0.8203703597791265,-0.8203703597791265
0.2,0.8187312789678751,-0.8187312789678751
0.202,0.8170954723751334,-0.8170954723751334
0.204,0.8154629332697029,-0.8154629332697029
0.206,0.8138336549203851,-0.8138336549203851
0.208,0.8122076305959816,-0.8122076305959816
0.21,0.8105848535652939,-0.8105848535652939
0.212,0.8089653170971235,-0.8089653170971235
0.214,0.8073490144602721,-0.8073490144602721
0.216,0.805735938923541,-0.805735938923541
0.218,0.8041260837557319,-0.8041260837557319
0.22,0.8025194422256464,-0.8025194422256464
0.222,0.8009160158210883,-0.8009160158210883
0.224,0.7993158040854619,-0.7993158040854619
0.226,0.7977187896493628,-0.7977187896493628
0.228,0.7961249659982795,-0.7961249659982795
0.23,0.7945343266176996,-0.7945343266176996
0.232,0.7929468649931121,-0.7929468649931121
0.234,0.7913625746100048,-0.7913625746100048
0.236,0.7897814489538661,-0.7897814489538661
0.238,0.7882034815101845,-0.7882034815101845
0.24,0.7866286657644481,-0.7866286657644481
0.242,0.7850569952021453,-0.7850569952021453
0.244,0.7834884633087642,-0.7834884633087642
0.246,0.7819230635697934,-0.7819230635697934
0.248,0.7803607894707209,-0.7803607894707209
0.25,0.7788016344970351,-0.7788016344970351
0.252,0.7772455921342244,-0.7772455921342244
0.254,0.7756926561873075,-0.7756926561873075
0.256,0.7741428340884363,-0.7741428340884363
0.258,0.7725961082727071,-0.7725961082727071
0.26,0.7710524725343569,-0.7710524725343569
0.262,0.7695119206794526,-0.7695119206794526
0.264,0.7679744465258898,-0.7679744465258898
0.266,0.7664400439033932,-0.7664400439033932
0.268,0.7649087066535171,-0.7649087066535171
0.27,0.7633804286296453,-0.7633804286296453
0.272,0.7618552036969898,-0.7618552036969898
0.274,0.7603330257325928,-0.7603330257325928
0.276,0.7588138886253255,-0.7588138886253255
0.278,0.7572977862758881,-0.7572977862758881
0.28,0.7557847125968102,-0.7557847125968102
0.282,0.7542746615124509,-0.7542746615124509
0.284,0.7527676269589979,-0.7527676269589979
0.286,0.7512636028844686,-0.7512636028844686
0.288,0.7497625832487096,-0.7497625832487096
0.29,0.7482645620233965,-0.7482645620233965
0.292,0.7467695331920345,-0.7467695331920345
0.294,0.7452774907499576,-0.7452774907499576
0.296,0.7437884287043297,-0.7437884287043297
0.298,0.7423023410741429,-0.7423023410741429
0.3,0.7408192218902198,-0.7408192218902198
0.302,0.7393390651952109,-0.7393390651952109
0.304,0.7378618650435971,-0.7378618650435971
0.306,0.7363876155016877,-0.7363876155016877
0.308,0.7349163106476219,-0.7349163106476219
0.31,0.7334479445713674,-0.7334479445713674
0.312,0.731982511374722,-0.731982511374722
0.314,0.7305200051713121,-0.7305200051713121
0.316,0.7290604200865933,-0.7290604200865933
0.318,0.7276037502578511,-0.7276037502578511
0.32,0.7261499911343452,-0.7261499911343452
0.322,0.7246991397729381,-0.7246991397729381
0.324,0.7232511868628886,-0.7232511868628886
0.326,0.7218061266325633,-0.7218061266325633
0.328,0.7203639533232906,-0.7203639533232906
0.33,0.7189246611893615,-0.7189246611893615
0.332,0.7174882444980302,-0.7174882444980302
0.334,0.7160546975295121,-0.7160546975295121
0.336,0.7146240145769854,-0.7146240145769854
0.338,0.7131961899465914,-0.7131961899465914
0.34,0.7117712179574329,-0.7117712179574329
0.342,0.7103490929415757,-0.7103490929415757
0.344,0.7089298092440477,-0.7089298092440477
0.346,0.7075133612228394,-0.7075133612228394
0.348,0.7060997432489038,-0.7060997432489038
0.35,0.7046889497061561,-0.7046889497061561
0.352,0.7032809749914744,-0.7032809749914744
0.354,0.7018758135146982,-0.7018758135146982
0.356,0.7004734596986305,-0.7004734596986305
0.358,0.699073907979036,-0.699073907979036
0.36,0.6976771528046427,-0.6976771528046427
0.362,0.6962831886371399,-0.6962831886371399
0.364,0.6948920099511801,-0.6948920099511801
0.366,0.6935036112343779,-0.6935036112343779
0.368,0.6921179869873104,-0.6921179869873104
0.37,0.6907351317235171,-0.6907351317235171
0.372,0.6893550399695001,-0.6893550399695001
0.374,0.6879777062647238,-0.6879777062647238
0.376,0.6866031251616148,-0.6866031251616148
0.378,0.6852312912255624,-0.6852312912255624
0.38,0.6838621990349184,-0.6838621990349184
0.382,0.6824958431809964,-0.6824958431809964
0.384,0.6811322182680735,-0.6811322182680735
0.386,0.6797713136816892,-0.6797713136816892
0.388,0.6784131228753879,-0.6784131228753879
0.39,0.6770576455962569,-0.6770576455962569
0.392,0.6757048764335968,-0.6757048764335968
0.394,0.6743548099882495,-0.6743548099882495
0.396,0.6730074408725992,-0.6730074408725992
0.398,0.6716627637105725,-0.6716627637105725
0.4,0.6703207731376368,-0.6703207731376368
0.402,0.6689814638008026,-0.6689814638008026
0.404,0.6676448303586218,-0.6676448303586218
0.406,0.6663108674811878,-0.6663108674811878
0.408,0.664979569850137,-0.664979569850137
0.41,0.663650932158647,-0.663650932158647
0.412,0.6623249491114372,-0.6623249491114372
0.414,0.6610016154247697,-0.6610016154247697
0.416,0.6596809258264478,-0.6596809258264478
0.418,0.6583628750558169,-0.6583628750558169
0.42,0.6570474578637651,-0.6570474578637651
0.422,0.6557346690127209,-0.6557346690127209
0.424,0.6544245032766566,-0.6544245032766566
0.426,0.6531169554410847,-0.6531169554410847
0.428,0.6518120203030607,-0.6518120203030607
0.43,0.650509692671182,-0.650509692671182
0.432,0.6492099673655874,-0.6492099673655874
0.434,0.6479128392179579,-0.6479128392179579
0.436,0.6466183030715169,-0.6466183030715169
